frequency;V(OUTBP) (gain);
954,993;-47,4005;
957,194;-47,3805;
959,401;-47,3605;
961,612;-47,3405;
963,829;-47,3205;
966,051;-47,3005;
968,278;-47,2805;
970,51;-47,2605;
972,747;-47,2405;
974,99;-47,2205;
977,237;-47,2005;
979,49;-47,1805;
981,748;-47,1604;
984,011;-47,1404;
986,279;-47,1204;
988,553;-47,1004;
990,832;-47,0804;
993,116;-47,0604;
995,405;-47,0404;
997,7;-47,0204;
1000;-47,0004;
1002,31;-46,9804;
1004,62;-46,9604;
1006,93;-46,9404;
1009,25;-46,9204;
1011,58;-46,9003;
1013,91;-46,8803;
1016,25;-46,8603;
1018,59;-46,8403;
1020,94;-46,8203;
1023,29;-46,8003;
1025,65;-46,7803;
1028,02;-46,7603;
1030,39;-46,7403;
1032,76;-46,7203;
1035,14;-46,7003;
1037,53;-46,6803;
1039,92;-46,6602;
1042,32;-46,6402;
1044,72;-46,6202;
1047,13;-46,6002;
1049,54;-46,5802;
1051,96;-46,5602;
1054,39;-46,5402;
1056,82;-46,5202;
1059,25;-46,5002;
1061,7;-46,4802;
1064,14;-46,4602;
1066,6;-46,4402;
1069,05;-46,4201;
1071,52;-46,4001;
1073,99;-46,3801;
1076,47;-46,3601;
1078,95;-46,3401;
1081,43;-46,3201;
1083,93;-46,3001;
1086,43;-46,2801;
1088,93;-46,2601;
1091,44;-46,2401;
1093,96;-46,2201;
1096,48;-46,2;
1099,01;-46,18;
1101,54;-46,16;
1104,08;-46,14;
1106,62;-46,12;
1109,17;-46,1;
1111,73;-46,08;
1114,29;-46,06;
1116,86;-46,04;
1119,44;-46,02;
1122,02;-45,9999;
1124,6;-45,9799;
1127,2;-45,9599;
1129,8;-45,9399;
1132,4;-45,9199;
1135,01;-45,8999;
1137,63;-45,8799;
1140,25;-45,8599;
1142,88;-45,8399;
1145,51;-45,8199;
1148,15;-45,7998;
1150,8;-45,7798;
1153,45;-45,7598;
1156,11;-45,7398;
1158,78;-45,7198;
1161,45;-45,6998;
1164,13;-45,6798;
1166,81;-45,6598;
1169,5;-45,6398;
1172,2;-45,6198;
1174,9;-45,5997;
1177,61;-45,5797;
1180,32;-45,5597;
1183,04;-45,5397;
1185,77;-45,5197;
1188,5;-45,4997;
1191,24;-45,4797;
1193,99;-45,4597;
1196,74;-45,4397;
1199,5;-45,4196;
1202,26;-45,3996;
1205,04;-45,3796;
1207,81;-45,3596;
1210,6;-45,3396;
1213,39;-45,3196;
1216,19;-45,2996;
1218,99;-45,2796;
1221,8;-45,2596;
1224,62;-45,2395;
1227,44;-45,2195;
1230,27;-45,1995;
1233,1;-45,1795;
1235,95;-45,1595;
1238,8;-45,1395;
1241,65;-45,1195;
1244,51;-45,0995;
1247,38;-45,0794;
1250,26;-45,0594;
1253,14;-45,0394;
1256,03;-45,0194;
1258,93;-44,9994;
1261,83;-44,9794;
1264,74;-44,9594;
1267,65;-44,9394;
1270,57;-44,9193;
1273,5;-44,8993;
1276,44;-44,8793;
1279,38;-44,8593;
1282,33;-44,8393;
1285,29;-44,8193;
1288,25;-44,7993;
1291,22;-44,7793;
1294,2;-44,7592;
1297,18;-44,7392;
1300,17;-44,7192;
1303,17;-44,6992;
1306,17;-44,6792;
1309,18;-44,6592;
1312,2;-44,6392;
1315,22;-44,6192;
1318,26;-44,5991;
1321,3;-44,5791;
1324,34;-44,5591;
1327,39;-44,5391;
1330,45;-44,5191;
1333,52;-44,4991;
1336,6;-44,4791;
1339,68;-44,459;
1342,76;-44,439;
1345,86;-44,419;
1348,96;-44,399;
1352,07;-44,379;
1355,19;-44,359;
1358,31;-44,339;
1361,44;-44,3189;
1364,58;-44,2989;
1367,73;-44,2789;
1370,88;-44,2589;
1374,04;-44,2389;
1377,21;-44,2189;
1380,38;-44,1989;
1383,57;-44,1788;
1386,76;-44,1588;
1389,95;-44,1388;
1393,16;-44,1188;
1396,37;-44,0988;
1399,59;-44,0788;
1402,81;-44,0588;
1406,05;-44,0387;
1409,29;-44,0187;
1412,54;-43,9987;
1415,79;-43,9787;
1419,06;-43,9587;
1422,33;-43,9387;
1425,61;-43,9186;
1428,89;-43,8986;
1432,19;-43,8786;
1435,49;-43,8586;
1438,8;-43,8386;
1442,12;-43,8186;
1445,44;-43,7985;
1448,77;-43,7785;
1452,11;-43,7585;
1455,46;-43,7385;
1458,81;-43,7185;
1462,18;-43,6985;
1465,55;-43,6785;
1468,93;-43,6584;
1472,31;-43,6384;
1475,71;-43,6184;
1479,11;-43,5984;
1482,52;-43,5784;
1485,94;-43,5583;
1489,36;-43,5383;
1492,79;-43,5183;
1496,24;-43,4983;
1499,68;-43,4783;
1503,14;-43,4583;
1506,61;-43,4382;
1510,08;-43,4182;
1513,56;-43,3982;
1517,05;-43,3782;
1520,55;-43,3582;
1524,05;-43,3382;
1527,57;-43,3181;
1531,09;-43,2981;
1534,62;-43,2781;
1538,15;-43,2581;
1541,7;-43,2381;
1545,25;-43,218;
1548,82;-43,198;
1552,39;-43,178;
1555,97;-43,158;
1559,55;-43,138;
1563,15;-43,118;
1566,75;-43,0979;
1570,36;-43,0779;
1573,98;-43,0579;
1577,61;-43,0379;
1581,25;-43,0179;
1584,89;-42,9978;
1588,55;-42,9778;
1592,21;-42,9578;
1595,88;-42,9378;
1599,56;-42,9178;
1603,25;-42,8977;
1606,94;-42,8777;
1610,65;-42,8577;
1614,36;-42,8377;
1618,08;-42,8177;
1621,81;-42,7976;
1625,55;-42,7776;
1629,3;-42,7576;
1633,05;-42,7376;
1636,82;-42,7176;
1640,59;-42,6975;
1644,37;-42,6775;
1648,16;-42,6575;
1651,96;-42,6375;
1655,77;-42,6175;
1659,59;-42,5974;
1663,41;-42,5774;
1667,25;-42,5574;
1671,09;-42,5374;
1674,94;-42,5173;
1678,8;-42,4973;
1682,67;-42,4773;
1686,55;-42,4573;
1690,44;-42,4373;
1694,34;-42,4172;
1698,24;-42,3972;
1702,16;-42,3772;
1706,08;-42,3572;
1710,02;-42,3371;
1713,96;-42,3171;
1717,91;-42,2971;
1721,87;-42,2771;
1725,84;-42,2571;
1729,82;-42,237;
1733,8;-42,217;
1737,8;-42,197;
1741,81;-42,177;
1745,82;-42,1569;
1749,85;-42,1369;
1753,88;-42,1169;
1757,92;-42,0969;
1761,98;-42,0768;
1766,04;-42,0568;
1770,11;-42,0368;
1774,19;-42,0168;
1778,28;-41,9967;
1782,38;-41,9767;
1786,49;-41,9567;
1790,61;-41,9367;
1794,73;-41,9166;
1798,87;-41,8966;
1803,02;-41,8766;
1807,17;-41,8566;
1811,34;-41,8365;
1815,52;-41,8165;
1819,7;-41,7965;
1823,9;-41,7765;
1828,1;-41,7564;
1832,31;-41,7364;
1836,54;-41,7164;
1840,77;-41,6964;
1845,02;-41,6763;
1849,27;-41,6563;
1853,53;-41,6363;
1857,8;-41,6163;
1862,09;-41,5962;
1866,38;-41,5762;
1870,68;-41,5562;
1874,99;-41,5361;
1879,32;-41,5161;
1883,65;-41,4961;
1887,99;-41,4761;
1892,34;-41,456;
1896,71;-41,436;
1901,08;-41,416;
1905,46;-41,396;
1909,85;-41,3759;
1914,26;-41,3559;
1918,67;-41,3359;
1923,09;-41,3158;
1927,52;-41,2958;
1931,97;-41,2758;
1936,42;-41,2558;
1940,89;-41,2357;
1945,36;-41,2157;
1949,84;-41,1957;
1954,34;-41,1756;
1958,84;-41,1556;
1963,36;-41,1356;
1967,89;-41,1155;
1972,42;-41,0955;
1976,97;-41,0755;
1981,53;-41,0555;
1986,09;-41,0354;
1990,67;-41,0154;
1995,26;-40,9954;
1999,86;-40,9753;
2004,47;-40,9553;
2009,09;-40,9353;
2013,72;-40,9152;
2018,37;-40,8952;
2023,02;-40,8752;
2027,68;-40,8551;
2032,36;-40,8351;
2037,04;-40,8151;
2041,74;-40,795;
2046,44;-40,775;
2051,16;-40,755;
2055,89;-40,7349;
2060,63;-40,7149;
2065,38;-40,6949;
2070,14;-40,6748;
2074,91;-40,6548;
2079,7;-40,6348;
2084,49;-40,6147;
2089,3;-40,5947;
2094,11;-40,5747;
2098,94;-40,5546;
2103,78;-40,5346;
2108,63;-40,5146;
2113,49;-40,4945;
2118,36;-40,4745;
2123,24;-40,4545;
2128,14;-40,4344;
2133,04;-40,4144;
2137,96;-40,3944;
2142,89;-40,3743;
2147,83;-40,3543;
2152,78;-40,3343;
2157,74;-40,3142;
2162,72;-40,2942;
2167,7;-40,2742;
2172,7;-40,2541;
2177,71;-40,2341;
2182,73;-40,214;
2187,76;-40,194;
2192,8;-40,174;
2197,86;-40,1539;
2202,93;-40,1339;
2208;-40,1139;
2213,09;-40,0938;
2218,2;-40,0738;
2223,31;-40,0537;
2228,44;-40,0337;
2233,57;-40,0137;
2238,72;-39,9936;
2243,88;-39,9736;
2249,05;-39,9535;
2254,24;-39,9335;
2259,44;-39,9135;
2264,64;-39,8934;
2269,86;-39,8734;
2275,1;-39,8533;
2280,34;-39,8333;
2285,6;-39,8133;
2290,87;-39,7932;
2296,15;-39,7732;
2301,44;-39,7531;
2306,75;-39,7331;
2312,06;-39,7131;
2317,39;-39,693;
2322,74;-39,673;
2328,09;-39,6529;
2333,46;-39,6329;
2338,84;-39,6129;
2344,23;-39,5928;
2349,63;-39,5728;
2355,05;-39,5527;
2360,48;-39,5327;
2365,92;-39,5126;
2371,37;-39,4926;
2376,84;-39,4725;
2382,32;-39,4525;
2387,81;-39,4325;
2393,32;-39,4124;
2398,83;-39,3924;
2404,36;-39,3723;
2409,91;-39,3523;
2415,46;-39,3322;
2421,03;-39,3122;
2426,61;-39,2921;
2432,2;-39,2721;
2437,81;-39,2521;
2443,43;-39,232;
2449,06;-39,212;
2454,71;-39,1919;
2460,37;-39,1719;
2466,04;-39,1518;
2471,72;-39,1318;
2477,42;-39,1117;
2483,13;-39,0917;
2488,86;-39,0716;
2494,59;-39,0516;
2500,35;-39,0315;
2506,11;-39,0115;
2511,89;-38,9914;
2517,68;-38,9714;
2523,48;-38,9513;
2529,3;-38,9313;
2535,13;-38,9112;
2540,97;-38,8912;
2546,83;-38,8711;
2552,7;-38,8511;
2558,59;-38,831;
2564,48;-38,811;
2570,4;-38,7909;
2576,32;-38,7709;
2582,26;-38,7508;
2588,21;-38,7308;
2594,18;-38,7107;
2600,16;-38,6907;
2606,15;-38,6706;
2612,16;-38,6506;
2618,18;-38,6305;
2624,22;-38,6105;
2630,27;-38,5904;
2636,33;-38,5704;
2642,41;-38,5503;
2648,5;-38,5302;
2654,61;-38,5102;
2660,73;-38,4901;
2666,86;-38,4701;
2673,01;-38,45;
2679,17;-38,43;
2685,34;-38,4099;
2691,53;-38,3899;
2697,74;-38,3698;
2703,96;-38,3497;
2710,19;-38,3297;
2716,44;-38,3096;
2722,7;-38,2896;
2728,98;-38,2695;
2735,27;-38,2495;
2741,57;-38,2294;
2747,89;-38,2093;
2754,23;-38,1893;
2760,58;-38,1692;
2766,94;-38,1492;
2773,32;-38,1291;
2779,71;-38,109;
2786,12;-38,089;
2792,54;-38,0689;
2798,98;-38,0489;
2805,43;-38,0288;
2811,9;-38,0087;
2818,38;-37,9887;
2824,88;-37,9686;
2831,39;-37,9486;
2837,92;-37,9285;
2844,46;-37,9084;
2851,02;-37,8884;
2857,59;-37,8683;
2864,18;-37,8482;
2870,78;-37,8282;
2877,4;-37,8081;
2884,03;-37,788;
2890,68;-37,768;
2897,34;-37,7479;
2904,02;-37,7279;
2910,72;-37,7078;
2917,43;-37,6877;
2924,15;-37,6677;
2930,89;-37,6476;
2937,65;-37,6275;
2944,42;-37,6075;
2951,21;-37,5874;
2958,01;-37,5673;
2964,83;-37,5473;
2971,67;-37,5272;
2978,52;-37,5071;
2985,38;-37,487;
2992,26;-37,467;
2999,16;-37,4469;
3006,08;-37,4268;
3013,01;-37,4068;
3019,95;-37,3867;
3026,91;-37,3666;
3033,89;-37,3466;
3040,89;-37,3265;
3047,89;-37,3064;
3054,92;-37,2863;
3061,96;-37,2663;
3069,02;-37,2462;
3076,1;-37,2261;
3083,19;-37,206;
3090,3;-37,186;
3097,42;-37,1659;
3104,56;-37,1458;
3111,72;-37,1257;
3118,89;-37,1057;
3126,08;-37,0856;
3133,29;-37,0655;
3140,51;-37,0454;
3147,75;-37,0254;
3155;-37,0053;
3162,28;-36,9852;
3169,57;-36,9651;
3176,87;-36,9451;
3184,2;-36,925;
3191,54;-36,9049;
3198,9;-36,8848;
3206,27;-36,8647;
3213,66;-36,8447;
3221,07;-36,8246;
3228,49;-36,8045;
3235,94;-36,7844;
3243,4;-36,7643;
3250,87;-36,7443;
3258,37;-36,7242;
3265,88;-36,7041;
3273,41;-36,684;
3280,95;-36,6639;
3288,52;-36,6438;
3296,1;-36,6238;
3303,7;-36,6037;
3311,31;-36,5836;
3318,94;-36,5635;
3326,6;-36,5434;
3334,26;-36,5233;
3341,95;-36,5032;
3349,65;-36,4832;
3357,38;-36,4631;
3365,12;-36,443;
3372,87;-36,4229;
3380,65;-36,4028;
3388,44;-36,3827;
3396,25;-36,3626;
3404,08;-36,3425;
3411,93;-36,3224;
3419,79;-36,3024;
3427,68;-36,2823;
3435,58;-36,2622;
3443,5;-36,2421;
3451,44;-36,222;
3459,39;-36,2019;
3467,37;-36,1818;
3475,36;-36,1617;
3483,37;-36,1416;
3491,4;-36,1215;
3499,45;-36,1014;
3507,52;-36,0813;
3515,6;-36,0612;
3523,71;-36,0411;
3531,83;-36,021;
3539,97;-36,0009;
3548,13;-35,9808;
3556,31;-35,9607;
3564,51;-35,9406;
3572,73;-35,9205;
3580,96;-35,9004;
3589,22;-35,8803;
3597,49;-35,8602;
3605,79;-35,8401;
3614,1;-35,82;
3622,43;-35,7999;
3630,78;-35,7798;
3639,15;-35,7597;
3647,54;-35,7396;
3655,95;-35,7195;
3664,38;-35,6994;
3672,82;-35,6793;
3681,29;-35,6592;
3689,78;-35,6391;
3698,28;-35,619;
3706,81;-35,5989;
3715,35;-35,5788;
3723,92;-35,5587;
3732,5;-35,5386;
3741,11;-35,5185;
3749,73;-35,4984;
3758,37;-35,4782;
3767,04;-35,4581;
3775,72;-35,438;
3784,43;-35,4179;
3793,15;-35,3978;
3801,89;-35,3777;
3810,66;-35,3576;
3819,44;-35,3375;
3828,25;-35,3174;
3837,07;-35,2972;
3845,92;-35,2771;
3854,78;-35,257;
3863,67;-35,2369;
3872,58;-35,2168;
3881,5;-35,1967;
3890,45;-35,1765;
3899,42;-35,1564;
3908,41;-35,1363;
3917,42;-35,1162;
3926,45;-35,0961;
3935,5;-35,0759;
3944,57;-35,0558;
3953,67;-35,0357;
3962,78;-35,0156;
3971,92;-34,9955;
3981,07;-34,9753;
3990,25;-34,9552;
3999,45;-34,9351;
4008,67;-34,915;
4017,91;-34,8948;
4027,17;-34,8747;
4036,45;-34,8546;
4045,76;-34,8345;
4055,09;-34,8143;
4064,43;-34,7942;
4073,8;-34,7741;
4083,19;-34,7539;
4092,61;-34,7338;
4102,04;-34,7137;
4111,5;-34,6936;
4120,98;-34,6734;
4130,48;-34,6533;
4140;-34,6332;
4149,54;-34,613;
4159,11;-34,5929;
4168,69;-34,5728;
4178,3;-34,5526;
4187,94;-34,5325;
4197,59;-34,5123;
4207,27;-34,4922;
4216,97;-34,4721;
4226,69;-34,4519;
4236,43;-34,4318;
4246,2;-34,4117;
4255,98;-34,3915;
4265,8;-34,3714;
4275,63;-34,3512;
4285,49;-34,3311;
4295,36;-34,3109;
4305,27;-34,2908;
4315,19;-34,2707;
4325,14;-34,2505;
4335,11;-34,2304;
4345,1;-34,2102;
4355,12;-34,1901;
4365,16;-34,1699;
4375,22;-34,1498;
4385,31;-34,1296;
4395,42;-34,1095;
4405,55;-34,0893;
4415,7;-34,0692;
4425,88;-34,049;
4436,09;-34,0289;
4446,31;-34,0087;
4456,56;-33,9886;
4466,84;-33,9684;
4477,13;-33,9482;
4487,45;-33,9281;
4497,8;-33,9079;
4508,17;-33,8878;
4518,56;-33,8676;
4528,98;-33,8475;
4539,42;-33,8273;
4549,88;-33,8071;
4560,37;-33,787;
4570,88;-33,7668;
4581,42;-33,7466;
4591,98;-33,7265;
4602,57;-33,7063;
4613,18;-33,6862;
4623,81;-33,666;
4634,47;-33,6458;
4645,15;-33,6257;
4655,86;-33,6055;
4666,59;-33,5853;
4677,35;-33,5651;
4688,13;-33,545;
4698,94;-33,5248;
4709,77;-33,5046;
4720,63;-33,4845;
4731,51;-33,4643;
4742,42;-33,4441;
4753,35;-33,4239;
4764,31;-33,4038;
4775,29;-33,3836;
4786,3;-33,3634;
4797,33;-33,3432;
4808,39;-33,323;
4819,48;-33,3029;
4830,59;-33,2827;
4841,72;-33,2625;
4852,89;-33,2423;
4864,07;-33,2221;
4875,28;-33,2019;
4886,52;-33,1818;
4897,79;-33,1616;
4909,08;-33,1414;
4920,4;-33,1212;
4931,74;-33,101;
4943,11;-33,0808;
4954,5;-33,0606;
4965,92;-33,0404;
4977,37;-33,0202;
4988,84;-33,0001;
5000,35;-32,9799;
5011,87;-32,9597;
5023,43;-32,9395;
5035,01;-32,9193;
5046,61;-32,8991;
5058,25;-32,8789;
5069,91;-32,8587;
5081,59;-32,8385;
5093,31;-32,8183;
5105,05;-32,7981;
5116,82;-32,7779;
5128,61;-32,7577;
5140,44;-32,7375;
5152,29;-32,7172;
5164,16;-32,697;
5176,07;-32,6768;
5188;-32,6566;
5199,96;-32,6364;
5211,95;-32,6162;
5223,96;-32,596;
5236;-32,5758;
5248,07;-32,5556;
5260,17;-32,5353;
5272,3;-32,5151;
5284,45;-32,4949;
5296,63;-32,4747;
5308,84;-32,4545;
5321,08;-32,4343;
5333,35;-32,414;
5345,64;-32,3938;
5357,97;-32,3736;
5370,32;-32,3534;
5382,7;-32,3331;
5395,11;-32,3129;
5407,54;-32,2927;
5420,01;-32,2725;
5432,5;-32,2522;
5445,03;-32,232;
5457,58;-32,2118;
5470,16;-32,1915;
5482,77;-32,1713;
5495,41;-32,1511;
5508,08;-32,1308;
5520,77;-32,1106;
5533,5;-32,0903;
5546,26;-32,0701;
5559,04;-32,0499;
5571,86;-32,0296;
5584,7;-32,0094;
5597,58;-31,9891;
5610,48;-31,9689;
5623,41;-31,9486;
5636,38;-31,9284;
5649,37;-31,9082;
5662,39;-31,8879;
5675,45;-31,8677;
5688,53;-31,8474;
5701,64;-31,8271;
5714,79;-31,8069;
5727,96;-31,7866;
5741,16;-31,7664;
5754,4;-31,7461;
5767,66;-31,7259;
5780,96;-31,7056;
5794,29;-31,6853;
5807,64;-31,6651;
5821,03;-31,6448;
5834,45;-31,6245;
5847,9;-31,6043;
5861,38;-31,584;
5874,89;-31,5637;
5888,44;-31,5435;
5902,01;-31,5232;
5915,62;-31,5029;
5929,25;-31,4827;
5942,92;-31,4624;
5956,62;-31,4421;
5970,35;-31,4218;
5984,12;-31,4015;
5997,91;-31,3813;
6011,74;-31,361;
6025,6;-31,3407;
6039,49;-31,3204;
6053,41;-31,3001;
6067,36;-31,2798;
6081,35;-31,2596;
6095,37;-31,2393;
6109,42;-31,219;
6123,5;-31,1987;
6137,62;-31,1784;
6151,77;-31,1581;
6165,95;-31,1378;
6180,16;-31,1175;
6194,41;-31,0972;
6208,69;-31,0769;
6223;-31,0566;
6237,35;-31,0363;
6251,73;-31,016;
6266,14;-30,9957;
6280,58;-30,9754;
6295,06;-30,9551;
6309,57;-30,9348;
6324,12;-30,9144;
6338,7;-30,8941;
6353,31;-30,8738;
6367,96;-30,8535;
6382,63;-30,8332;
6397,35;-30,8129;
6412,1;-30,7925;
6426,88;-30,7722;
6441,69;-30,7519;
6456,54;-30,7316;
6471,43;-30,7112;
6486,34;-30,6909;
6501,3;-30,6706;
6516,28;-30,6503;
6531,31;-30,6299;
6546,36;-30,6096;
6561,45;-30,5893;
6576,58;-30,5689;
6591,74;-30,5486;
6606,93;-30,5282;
6622,17;-30,5079;
6637,43;-30,4876;
6652,73;-30,4672;
6668,07;-30,4469;
6683,44;-30,4265;
6698,85;-30,4062;
6714,29;-30,3858;
6729,77;-30,3655;
6745,28;-30,3451;
6760,83;-30,3247;
6776,42;-30,3044;
6792,04;-30,284;
6807,69;-30,2637;
6823,39;-30,2433;
6839,12;-30,2229;
6854,88;-30,2026;
6870,68;-30,1822;
6886,52;-30,1618;
6902,4;-30,1415;
6918,31;-30,1211;
6934,26;-30,1007;
6950,24;-30,0803;
6966,27;-30,06;
6982,32;-30,0396;
6998,42;-30,0192;
7014,55;-29,9988;
7030,72;-29,9784;
7046,93;-29,958;
7063,18;-29,9376;
7079,46;-29,9172;
7095,78;-29,8969;
7112,14;-29,8765;
7128,53;-29,8561;
7144,96;-29,8357;
7161,43;-29,8153;
7177,94;-29,7949;
7194,49;-29,7745;
7211,07;-29,754;
7227,7;-29,7336;
7244,36;-29,7132;
7261,06;-29,6928;
7277,8;-29,6724;
7294,58;-29,652;
7311,39;-29,6316;
7328,25;-29,6112;
7345,14;-29,5907;
7362,07;-29,5703;
7379,04;-29,5499;
7396,05;-29,5295;
7413,1;-29,509;
7430,19;-29,4886;
7447,32;-29,4682;
7464,49;-29,4477;
7481,7;-29,4273;
7498,94;-29,4068;
7516,23;-29,3864;
7533,56;-29,366;
7550,92;-29,3455;
7568,33;-29,3251;
7585,78;-29,3046;
7603,26;-29,2842;
7620,79;-29,2637;
7638,36;-29,2432;
7655,97;-29,2228;
7673,61;-29,2023;
7691,3;-29,1819;
7709,03;-29,1614;
7726,81;-29,1409;
7744,62;-29,1205;
7762,47;-29,1;
7780,37;-29,0795;
7798,3;-29,059;
7816,28;-29,0386;
7834,3;-29,0181;
7852,36;-28,9976;
7870,46;-28,9771;
7888,6;-28,9566;
7906,79;-28,9361;
7925,01;-28,9156;
7943,28;-28,8952;
7961,59;-28,8747;
7979,95;-28,8542;
7998,34;-28,8337;
8016,78;-28,8132;
8035,26;-28,7926;
8053,78;-28,7721;
8072,35;-28,7516;
8090,96;-28,7311;
8109,61;-28,7106;
8128,31;-28,6901;
8147,04;-28,6696;
8165,82;-28,649;
8184,65;-28,6285;
8203,52;-28,608;
8222,43;-28,5875;
8241,38;-28,5669;
8260,38;-28,5464;
8279,42;-28,5258;
8298,51;-28,5053;
8317,64;-28,4848;
8336,81;-28,4642;
8356,03;-28,4437;
8375,29;-28,4231;
8394,6;-28,4026;
8413,95;-28,382;
8433,35;-28,3615;
8452,79;-28,3409;
8472,27;-28,3203;
8491,8;-28,2998;
8511,38;-28,2792;
8531;-28,2586;
8550,67;-28,2381;
8570,38;-28,2175;
8590,14;-28,1969;
8609,94;-28,1763;
8629,79;-28,1557;
8649,68;-28,1351;
8669,62;-28,1146;
8689,6;-28,094;
8709,64;-28,0734;
8729,71;-28,0528;
8749,84;-28,0322;
8770,01;-28,0116;
8790,23;-27,991;
8810,49;-27,9703;
8830,8;-27,9497;
8851,16;-27,9291;
8871,56;-27,9085;
8892,01;-27,8879;
8912,51;-27,8673;
8933,05;-27,8466;
8953,65;-27,826;
8974,29;-27,8054;
8994,98;-27,7847;
9015,71;-27,7641;
9036,49;-27,7434;
9057,33;-27,7228;
9078,21;-27,7022;
9099,13;-27,6815;
9120,11;-27,6608;
9141,13;-27,6402;
9162,2;-27,6195;
9183,33;-27,5989;
9204,5;-27,5782;
9225,71;-27,5575;
9246,98;-27,5369;
